Frequency	Imp. Mag	Imp. Angle
+4.81669185932792E+003	+2.41477563522649E+001	+4.16992869503744E+001
+4.89459816141754E+003	+2.42346903350825E+001	+4.19553715988840E+001
+4.97376453828100E+003	+2.43225803423412E+001	+4.22641869413230E+001
+5.05421137066276E+003	+2.44138122952075E+001	+4.25073682092412E+001
+5.13595936895024E+003	+2.45036680377113E+001	+4.27228829080376E+001
+5.21902957850549E+003	+2.45860293334908E+001	+4.29100755789895E+001
+5.30344338508320E+003	+2.46681302183575E+001	+4.31502683390644E+001
+5.38922252033623E+003	+2.47556003445402E+001	+4.33971897597387E+001
+5.47638906741032E+003	+2.48492662082566E+001	+4.36015915057050E+001
+5.56496546662916E+003	+2.49424367742545E+001	+4.37946495404052E+001
+5.65497452127149E+003	+2.50400243288744E+001	+4.39259430429754E+001
+5.74643940344163E+003	+2.51283332362825E+001	+4.39850111576602E+001
+5.83938366003493E+003	+2.52080680738356E+001	+4.41269950175842E+001
+5.93383121879974E+003	+2.52974673862661E+001	+4.42233346572677E+001
+6.02980639449743E+003	+2.53814740053473E+001	+4.42733133085082E+001
+6.12733389516200E+003	+2.54525474744577E+001	+4.43171375187633E+001
+6.22643882846098E+003	+2.55195819870478E+001	+4.44528669877162E+001
+6.32714670815921E+003	+2.55932266030406E+001	+4.46238415782538E+001
+6.42948346068711E+003	+2.56736309786097E+001	+4.47957521049868E+001
+6.53347543181528E+003	+2.57580208842201E+001	+4.49453674331248E+001
+6.63914939343696E+003	+2.58459789423395E+001	+4.50478970150947E+001
+6.74653255046029E+003	+2.59268338385847E+001	+4.51103429373780E+001
+6.85565254781195E+003	+2.60011891169009E+001	+4.51868483437457E+001
+6.96653747755414E+003	+2.60734804072401E+001	+4.52808166123486E+001
+7.07921588611663E+003	+2.61455408999867E+001	+4.54112290322604E+001
+7.19371678164587E+003	+2.62241684602654E+001	+4.55502212500833E+001
+7.31006964147283E+003	+2.62984397329966E+001	+4.56441358417534E+001
+7.42830441970176E+003	+2.63737702761089E+001	+4.58201317669754E+001
+7.54845155492159E+003	+2.64557338067736E+001	+4.59596684679548E+001
+7.67054197804213E+003	+2.65380949371756E+001	+4.60903626875681E+001
+7.79460712025695E+003	+2.66209069883074E+001	+4.62018318181265E+001
+7.92067892113511E+003	+2.67021051662070E+001	+4.63031282393053E+001
+8.04878983684374E+003	+2.67829403477152E+001	+4.64114394601455E+001
+8.17897284850364E+003	+2.68637396119176E+001	+4.64751716546932E+001
+8.31126147067994E+003	+2.69361383263574E+001	+4.65936067911776E+001
+8.44568976001024E+003	+2.70188252553938E+001	+4.67320406456660E+001
+8.58229232397213E+003	+2.71032068864936E+001	+4.68443414029920E+001
+8.72110432979268E+003	+2.71889618295311E+001	+4.69304918509968E+001
+8.86216151350190E+003	+2.72703491004139E+001	+4.70021007159179E+001
+9.00550018913273E+003	+2.73502737436369E+001	+4.70880424619386E+001
+9.15115725806979E+003	+2.74326089694493E+001	+4.71666518423692E+001
+9.29917021854932E+003	+2.75119723866647E+001	+4.72288743967537E+001
+9.44957717531284E+003	+2.75897846330587E+001	+4.72898199586539E+001
+9.60241684941685E+003	+2.76648388042910E+001	+4.73820284199496E+001
+9.75772858820129E+003	+2.77424994879404E+001	+4.74949398383501E+001
+9.91555237541923E+003	+2.78243995394702E+001	+4.75986457883996E+001
+1.00759288415303E+004	+2.79067870601285E+001	+4.76904754096509E+001
+1.02388992741606E+004	+2.79897219485174E+001	+4.77774973465678E+001
+1.04045056287322E+004	+2.80727539112893E+001	+4.78608317943081E+001
+1.05727905392638E+004	+2.81563590326193E+001	+4.79285571283567E+001
+1.07437973293467E+004	+2.82414998596008E+001	+4.79920722351421E+001
+1.09175700232982E+004	+2.83219420728096E+001	+4.80328468279656E+001
+1.10941533574952E+004	+2.84079988203730E+001	+4.79564490092678E+001
+1.12735927918912E+004	+2.84742937505930E+001	+4.81339414127007E+001
+1.14559345217196E+004	+2.85540938620755E+001	+4.82256055469302E+001
+1.16412254893865E+004	+2.86465141915862E+001	+4.84009818126201E+001
+1.18295133965552E+004	+2.87328547452014E+001	+4.83541040781144E+001
+1.20208467164272E+004	+2.88139330281818E+001	+4.82938074186767E+001
+1.22152747062205E+004	+2.88949579073634E+001	+4.83647615634856E+001
+1.24128474198512E+004	+2.89776339991104E+001	+4.81880236699645E+001
+1.26136157208191E+004	+2.90076802647363E+001	+4.82167268151835E+001
+1.28176312953022E+004	+2.90705251505348E+001	+4.84708934984012E+001
+1.30249466654626E+004	+2.91497678163104E+001	+4.86633156644652E+001
+1.32356152029684E+004	+2.92408812135047E+001	+4.87764236297933E+001
+1.34496911427335E+004	+2.93266053247939E+001	+4.88790199267535E+001
+1.36672295968799E+004	+2.94155161420517E+001	+4.89298033356345E+001
+1.38882865689261E+004	+2.94915838292052E+001	+4.89730543077921E+001
+1.41129189682046E+004	+2.95712210044094E+001	+4.90578594013037E+001
+1.43411846245127E+004	+2.96517415125420E+001	+4.91431125018982E+001
+1.45731423030004E+004	+2.97324087465047E+001	+4.92359961209438E+001
+1.48088517192990E+004	+2.98210258835988E+001	+4.93264886856526E+001
+1.50483735548945E+004	+2.99138844484884E+001	+4.93303763944329E+001
+1.52917694727493E+004	+2.99974406790042E+001	+4.94197408882913E+001
+1.55391021331772E+004	+3.00811880112044E+001	+4.94355364500956E+001
+1.57904352099744E+004	+3.01653525005544E+001	+4.94505130009837E+001
+1.60458334068120E+004	+3.02397355004570E+001	+4.94631263141465E+001
+1.63053624738936E+004	+3.03104511978638E+001	+4.95482616046011E+001
+1.65690892248818E+004	+3.03884149401089E+001	+4.96742585264748E+001
+1.68370815540991E+004	+3.04804875866223E+001	+4.97532823763851E+001
+1.71094084540068E+004	+3.05705019922187E+001	+4.98205581669141E+001
+1.73861400329661E+004	+3.06567343689592E+001	+4.98726327146627E+001
+1.76673475332877E+004	+3.07489457201320E+001	+4.99352401086819E+001
+1.79531033495717E+004	+3.08442338247178E+001	+4.99787778401480E+001
+1.82434810473456E+004	+3.09437807981364E+001	+4.99787653174219E+001
+1.85385553820029E+004	+3.10532939118782E+001	+4.99364568597106E+001
+1.88384023180486E+004	+3.11594953327677E+001	+4.98032160919881E+001
+1.91430990486550E+004	+3.12647805094202E+001	+4.94317312179284E+001
+1.94527240155351E+004	+3.13150968628746E+001	+4.87791529803875E+001
+1.97673569291364E+004	+3.12966662324137E+001	+4.85902409404863E+001
+2.00870787891620E+004	+3.12766694788404E+001	+4.87668484530658E+001
+2.04119719054231E+004	+3.13134888270337E+001	+4.91858358920902E+001
+2.07421199190290E+004	+3.13943248319260E+001	+4.95949216722808E+001
+2.10776078239199E+004	+3.14778646094568E+001	+4.97729869254810E+001
+2.14185219887480E+004	+3.15612753594574E+001	+4.99665446198185E+001
+2.17649501791121E+004	+3.16435075632933E+001	+5.00828571588903E+001
+2.21169815801526E+004	+3.17197680048890E+001	+5.02187003352710E+001
+2.24747068195110E+004	+3.18074870366658E+001	+5.03804308895284E+001
+2.28382179906617E+004	+3.18905790078313E+001	+5.04763501228574E+001
+2.32076086766204E+004	+3.19772010621143E+001	+5.05943135585956E+001
+2.35829739740366E+004	+3.20613414607195E+001	+5.06854998726819E+001
+2.39644105176749E+004	+3.21514078370351E+001	+5.07705091689201E+001
+2.43520165052936E+004	+3.22355604661217E+001	+5.08477966508502E+001
+2.47458917229243E+004	+3.23217711698325E+001	+5.08965297692070E+001
+2.51461375705613E+004	+3.24106114614130E+001	+5.08490395630861E+001
+2.55528570882663E+004	+3.24794854496044E+001	+5.09894517944094E+001
+2.59661549826949E+004	+3.25633173757586E+001	+5.10678189516076E+001
+2.63861376540527E+004	+3.26510532304415E+001	+5.11669456175449E+001
+2.68129132234871E+004	+3.27350052279361E+001	+5.11638976898940E+001
+2.72465915609224E+004	+3.28133444726059E+001	+5.12200756670495E+001
+2.76872843133448E+004	+3.28931054803176E+001	+5.12934426822151E+001
+2.81351049335449E+004	+3.29769829826125E+001	+5.13616517397124E+001
+2.85901687093251E+004	+3.30605098721562E+001	+5.14288954796592E+001
+2.90525927931802E+004	+3.31438033613331E+001	+5.14803080879948E+001
+2.95224962324564E+004	+3.32271014972938E+001	+5.15490960544835E+001
+3.00000000000000E+004	+3.33103188794846E+001	+5.16045172799757E+001
