Frequency	Imp. Mag	Imp. Angle
+4.81669185932792E+003	+2.66046675588190E+001	+4.26810077349428E+001
+4.89459816141754E+003	+2.66991944998727E+001	+4.27901819881450E+001
+4.97376453828100E+003	+2.67824538869752E+001	+4.28409155734407E+001
+5.05421137066276E+003	+2.68572336321856E+001	+4.29406212911884E+001
+5.13595936895024E+003	+2.69350509125818E+001	+4.30625225036978E+001
+5.21902957850549E+003	+2.70132649578177E+001	+4.31717696492752E+001
+5.30344338508320E+003	+2.70803463580866E+001	+4.32918462332013E+001
+5.38922252033623E+003	+2.71526091586900E+001	+4.34335009624678E+001
+5.47638906741032E+003	+2.72177935895530E+001	+4.36289070015694E+001
+5.56496546662916E+003	+2.72997873845566E+001	+4.38234111963686E+001
+5.65497452127149E+003	+2.73835724880928E+001	+4.40018783523513E+001
+5.74643940344163E+003	+2.74652703927710E+001	+4.41058150588100E+001
+5.83938366003493E+003	+2.75328407610488E+001	+4.42097246202873E+001
+5.93383121879974E+003	+2.76026528516502E+001	+4.44403337098836E+001
+6.02980639449743E+003	+2.76875240915581E+001	+4.46285651771757E+001
+6.12733389516200E+003	+2.77663206669656E+001	+4.47763938832339E+001
+6.22643882846098E+003	+2.78474125152064E+001	+4.49608660540328E+001
+6.32714670815921E+003	+2.79336879746742E+001	+4.51190151487454E+001
+6.42948346068711E+003	+2.80189422176764E+001	+4.52440769561557E+001
+6.53347543181528E+003	+2.81013005461405E+001	+4.53636889631248E+001
+6.63914939343696E+003	+2.81808778520653E+001	+4.54838932122893E+001
+6.74653255046029E+003	+2.82613718531418E+001	+4.56249957928843E+001
+6.85565254781195E+003	+2.83440899898978E+001	+4.57706822321865E+001
+6.96653747755414E+003	+2.84282408174498E+001	+4.59013472315434E+001
+7.07921588611663E+003	+2.85134219864998E+001	+4.60208048216112E+001
+7.19371678164587E+003	+2.85981911376863E+001	+4.61210920059441E+001
+7.31006964147283E+003	+2.86803569273144E+001	+4.62123940500871E+001
+7.42830441970176E+003	+2.87615630178972E+001	+4.63093189427730E+001
+7.54845155492159E+003	+2.88414669917023E+001	+4.64188230117817E+001
+7.67054197804213E+003	+2.89226948448556E+001	+4.65357543296812E+001
+7.79460712025695E+003	+2.90066655049176E+001	+4.66505095194986E+001
+7.92067892113511E+003	+2.90877593793589E+001	+4.67375553656911E+001
+8.04878983684374E+003	+2.91684820902729E+001	+4.68573944485006E+001
+8.17897284850364E+003	+2.92514454646521E+001	+4.69719705175743E+001
+8.31126147067994E+003	+2.93364650370375E+001	+4.70844209751856E+001
+8.44568976001024E+003	+2.94229510620722E+001	+4.71852682981557E+001
+8.58229232397213E+003	+2.95090080729005E+001	+4.72760151463055E+001
+8.72110432979268E+003	+2.95949219319624E+001	+4.73698670574163E+001
+8.86216151350190E+003	+2.96829435572928E+001	+4.74509041449668E+001
+9.00550018913273E+003	+2.97716274745751E+001	+4.75331494132870E+001
+9.15115725806979E+003	+2.98646703994489E+001	+4.75666188050151E+001
+9.29917021854932E+003	+2.99484455288671E+001	+4.75404716098705E+001
+9.44957717531284E+003	+3.00223550833584E+001	+4.75357780490348E+001
+9.60241684941685E+003	+3.00931486671763E+001	+4.76005247023466E+001
+9.75772858820129E+003	+3.01706025894432E+001	+4.76830630478939E+001
+9.91555237541923E+003	+3.02494684734742E+001	+4.77723998912597E+001
+1.00759288415303E+004	+3.03244168047432E+001	+4.78516865574573E+001
+1.02388992741606E+004	+3.04007406841771E+001	+4.79711281939495E+001
+1.04045056287322E+004	+3.04859077593188E+001	+4.80900028024986E+001
+1.05727905392638E+004	+3.05715420253001E+001	+4.81782864858782E+001
+1.07437973293467E+004	+3.06564222859423E+001	+4.82642109478697E+001
+1.09175700232982E+004	+3.07422569349692E+001	+4.83472850580038E+001
+1.10941533574952E+004	+3.08017565939381E+001	+4.84574999655753E+001
+1.12735927918912E+004	+3.09011150484988E+001	+4.84223716572334E+001
+1.14559345217196E+004	+3.09858747224347E+001	+4.85434609908500E+001
+1.16412254893865E+004	+3.10694411621637E+001	+4.85505774264919E+001
+1.18295133965552E+004	+3.11691091037603E+001	+4.86864956092039E+001
+1.20208467164272E+004	+3.12645347828838E+001	+4.87670269955737E+001
+1.22152747062205E+004	+3.13874633053834E+001	+4.88081819161795E+001
+1.24128474198512E+004	+3.14043581899916E+001	+4.85672504589569E+001
+1.26136157208191E+004	+3.15428046668557E+001	+4.88568396558228E+001
+1.28176312953022E+004	+3.16714740116077E+001	+4.87731184485058E+001
+1.30249466654626E+004	+3.17904362789070E+001	+4.83944976773810E+001
+1.32356152029684E+004	+3.18219815107401E+001	+4.77820922450699E+001
+1.34496911427335E+004	+3.18131976668109E+001	+4.77274121476867E+001
+1.36672295968799E+004	+3.18348282716223E+001	+4.80549273420035E+001
+1.38882865689261E+004	+3.19098551317867E+001	+4.83599175820424E+001
+1.41129189682046E+004	+3.19868681562167E+001	+4.85326283210904E+001
+1.43411846245127E+004	+3.20719148666897E+001	+4.87002337564460E+001
+1.45731423030004E+004	+3.21502891588368E+001	+4.87746133200861E+001
+1.48088517192990E+004	+3.22333954217754E+001	+4.89543507492060E+001
+1.50483735548945E+004	+3.23181048152098E+001	+4.90984428234731E+001
+1.52917694727493E+004	+3.24194828422525E+001	+4.91520452981617E+001
+1.55391021331772E+004	+3.25240916136885E+001	+4.91451861878299E+001
+1.57904352099744E+004	+3.26126213716726E+001	+4.91333956088730E+001
+1.60458334068120E+004	+3.26930272496492E+001	+4.90912416724165E+001
+1.63053624738936E+004	+3.27717266120016E+001	+4.90772783742762E+001
+1.65690892248818E+004	+3.28507825498234E+001	+4.90791758475923E+001
+1.68370815540991E+004	+3.29310626165542E+001	+4.90529421821030E+001
+1.71094084540068E+004	+3.30093590950809E+001	+4.90310566013446E+001
+1.73861400329661E+004	+3.30637089428757E+001	+4.90223084437034E+001
+1.76673475332877E+004	+3.31254677222848E+001	+4.91583548245661E+001
+1.79531033495717E+004	+3.32086031062134E+001	+4.93023208909649E+001
+1.82434810473456E+004	+3.33024470208013E+001	+4.93766330767416E+001
+1.85385553820029E+004	+3.33888702374119E+001	+4.93731874300893E+001
+1.88384023180486E+004	+3.34739731112975E+001	+4.93822203416922E+001
+1.91430990486550E+004	+3.35596469478190E+001	+4.92568846189021E+001
+1.94527240155351E+004	+3.36116866324176E+001	+4.92599687195774E+001
+1.97673569291364E+004	+3.36754354526035E+001	+4.93451984344203E+001
+2.00870787891620E+004	+3.37521336841813E+001	+4.94804167642697E+001
+2.04119719054231E+004	+3.38348683201655E+001	+4.96912638982861E+001
+2.07421199190290E+004	+3.39174968222948E+001	+4.97433947984460E+001
+2.10776078239199E+004	+3.40132756903426E+001	+4.98383761806970E+001
+2.14185219887480E+004	+3.41098276627736E+001	+4.98401318376719E+001
+2.17649501791121E+004	+3.41908747160479E+001	+4.97733079965386E+001
+2.21169815801526E+004	+3.42784655235816E+001	+4.98259947347512E+001
+2.24747068195110E+004	+3.43577896844143E+001	+4.97115327630025E+001
+2.28382179906617E+004	+3.44167879558503E+001	+4.97392321688129E+001
+2.32076086766204E+004	+3.44942808398577E+001	+4.97967644076713E+001
+2.35829739740366E+004	+3.45713272797407E+001	+4.98883034720076E+001
+2.39644105176749E+004	+3.46553970148529E+001	+4.99345851577579E+001
+2.43520165052936E+004	+3.47382228900731E+001	+4.99511685724346E+001
+2.47458917229243E+004	+3.48214692255925E+001	+4.98820281038762E+001
+2.51461375705613E+004	+3.48858519827520E+001	+5.00364503153634E+001
+2.55528570882663E+004	+3.49725414033033E+001	+5.01071247289756E+001
+2.59661549826949E+004	+3.50572448452363E+001	+5.01501708374689E+001
+2.63861376540527E+004	+3.51407478232270E+001	+5.01946717620002E+001
+2.68129132234871E+004	+3.52198281391452E+001	+5.02014081155135E+001
+2.72465915609224E+004	+3.53075091132025E+001	+5.02497747004931E+001
+2.76872843133448E+004	+3.53877656536310E+001	+5.02568020130001E+001
+2.81351049335449E+004	+3.54723214019594E+001	+5.03028141182526E+001
+2.85901687093251E+004	+3.55577678248843E+001	+5.03243029269492E+001
+2.90525927931802E+004	+3.56339561647777E+001	+5.02929617540733E+001
+2.95224962324564E+004	+3.57172009990850E+001	+5.03576452016912E+001
+3.00000000000000E+004	+3.58010303955590E+001	+5.03984256396177E+001
