Frequency	Imp. Mag	Imp. Angle
+4.81669185932792E+003	+2.66332284292945E+001	+4.25472379869629E+001
+4.89459816141754E+003	+2.67337376981310E+001	+4.26912984409163E+001
+4.97376453828100E+003	+2.68152348080126E+001	+4.29821853913531E+001
+5.05421137066276E+003	+2.69070108869922E+001	+4.28058118740578E+001
+5.13595936895024E+003	+2.69517248002030E+001	+4.30006831137831E+001
+5.21902957850549E+003	+2.70550863452203E+001	+4.31667931470065E+001
+5.30344338508320E+003	+2.71125058700890E+001	+4.32669060276838E+001
+5.38922252033623E+003	+2.71904094358309E+001	+4.33788594932386E+001
+5.47638906741032E+003	+2.72725693146806E+001	+4.35810121206706E+001
+5.56496546662916E+003	+2.73393389495353E+001	+4.37401773990823E+001
+5.65497452127149E+003	+2.74194243660689E+001	+4.39503898260603E+001
+5.74643940344163E+003	+2.74989442216945E+001	+4.39796160033807E+001
+5.83938366003493E+003	+2.75690206312993E+001	+4.41179337251337E+001
+5.93383121879974E+003	+2.76368746904520E+001	+4.43514029499284E+001
+6.02980639449743E+003	+2.77195452880319E+001	+4.45473890204319E+001
+6.12733389516200E+003	+2.77953387702160E+001	+4.47474124788055E+001
+6.22643882846098E+003	+2.78822224372395E+001	+4.49012439161044E+001
+6.32714670815921E+003	+2.79666346466381E+001	+4.50493687555217E+001
+6.42948346068711E+003	+2.80500043886139E+001	+4.52049773739804E+001
+6.53347543181528E+003	+2.81344181305077E+001	+4.53297106664597E+001
+6.63914939343696E+003	+2.82151873752580E+001	+4.54386036134044E+001
+6.74653255046029E+003	+2.82952495615725E+001	+4.55760450637633E+001
+6.85565254781195E+003	+2.83776067752014E+001	+4.57191126756887E+001
+6.96653747755414E+003	+2.84605118183456E+001	+4.58443311293875E+001
+7.07921588611663E+003	+2.85456993995721E+001	+4.59803618189077E+001
+7.19371678164587E+003	+2.86301583056455E+001	+4.60751747285084E+001
+7.31006964147283E+003	+2.87126830393429E+001	+4.61668540675907E+001
+7.42830441970176E+003	+2.87933945595340E+001	+4.62704542414649E+001
+7.54845155492159E+003	+2.88746824387240E+001	+4.63786156599640E+001
+7.67054197804213E+003	+2.89566631887325E+001	+4.64972293966331E+001
+7.79460712025695E+003	+2.90385631334474E+001	+4.66025579546575E+001
+7.92067892113511E+003	+2.91211942755809E+001	+4.66995336180227E+001
+8.04878983684374E+003	+2.92021122056265E+001	+4.68063302634871E+001
+8.17897284850364E+003	+2.92836526506067E+001	+4.69211770513438E+001
+8.31126147067994E+003	+2.93689546441087E+001	+4.70347952797033E+001
+8.44568976001024E+003	+2.94544471894363E+001	+4.71408760342954E+001
+8.58229232397213E+003	+2.95409647497237E+001	+4.72329847237166E+001
+8.72110432979268E+003	+2.96277084925779E+001	+4.73261531959379E+001
+8.86216151350190E+003	+2.97149554866106E+001	+4.74100636063252E+001
+9.00550018913273E+003	+2.98030233954237E+001	+4.74978030954160E+001
+9.15115725806979E+003	+2.98960533223787E+001	+4.75384847807535E+001
+9.29917021854932E+003	+2.99828218758628E+001	+4.75141867040728E+001
+9.44957717531284E+003	+3.00586280698736E+001	+4.74979842687718E+001
+9.60241684941685E+003	+3.01268452634502E+001	+4.75449831232412E+001
+9.75772858820129E+003	+3.02036882169059E+001	+4.76396424851580E+001
+9.91555237541923E+003	+3.02791080103901E+001	+4.77190310804967E+001
+1.00759288415303E+004	+3.03565141742313E+001	+4.78050765302256E+001
+1.02388992741606E+004	+3.04345896875337E+001	+4.79216456333247E+001
+1.04045056287322E+004	+3.05174139403375E+001	+4.80353241281334E+001
+1.05727905392638E+004	+3.06024949607242E+001	+4.81286738309991E+001
+1.07437973293467E+004	+3.06882005100249E+001	+4.82199514001617E+001
+1.09175700232982E+004	+3.07741948277219E+001	+4.83010535472779E+001
+1.10941533574952E+004	+3.08375395446795E+001	+4.82531644760500E+001
+1.12735927918912E+004	+3.09417404024258E+001	+4.83763717593921E+001
+1.14559345217196E+004	+3.10199834180257E+001	+4.84356599810406E+001
+1.16412254893865E+004	+3.11042826675035E+001	+4.86402738223967E+001
+1.18295133965552E+004	+3.11992055248663E+001	+4.86863896139132E+001
+1.20208467164272E+004	+3.13010285364365E+001	+4.87281926599906E+001
+1.22152747062205E+004	+3.14271061445190E+001	+4.87611073654213E+001
+1.24128474198512E+004	+3.14298581735422E+001	+4.86324480614438E+001
+1.26136157208191E+004	+3.15752864089094E+001	+4.88123261435379E+001
+1.28176312953022E+004	+3.17007831825330E+001	+4.87577556342121E+001
+1.30249466654626E+004	+3.18270872373694E+001	+4.84088248733268E+001
+1.32356152029684E+004	+3.18640902438908E+001	+4.77547671908101E+001
+1.34496911427335E+004	+3.18558771930510E+001	+4.77087613455655E+001
+1.36672295968799E+004	+3.18759575243107E+001	+4.80195814501851E+001
+1.38882865689261E+004	+3.19464233135701E+001	+4.82975162245383E+001
+1.41129189682046E+004	+3.20237392133511E+001	+4.84697377004378E+001
+1.43411846245127E+004	+3.21058697860726E+001	+4.86503360867588E+001
+1.45731423030004E+004	+3.21879913362260E+001	+4.87332876635930E+001
+1.48088517192990E+004	+3.22703604288152E+001	+4.89043061882758E+001
+1.50483735548945E+004	+3.23672632698984E+001	+4.90428828946184E+001
+1.52917694727493E+004	+3.24617249540140E+001	+4.90888181363684E+001
+1.55391021331772E+004	+3.25566940942093E+001	+4.91094670030285E+001
+1.57904352099744E+004	+3.26479160128975E+001	+4.90986683741424E+001
+1.60458334068120E+004	+3.27296248976084E+001	+4.90487068416489E+001
+1.63053624738936E+004	+3.28083009480913E+001	+4.90393854078206E+001
+1.65690892248818E+004	+3.28816312662220E+001	+4.90605978160346E+001
+1.68370815540991E+004	+3.29627310937656E+001	+4.90536071461979E+001
+1.71094084540068E+004	+3.30484654537646E+001	+4.89894789241153E+001
+1.73861400329661E+004	+3.31003357931195E+001	+4.89524457281884E+001
+1.76673475332877E+004	+3.31631165716472E+001	+4.90924367919443E+001
+1.79531033495717E+004	+3.32427291498442E+001	+4.92463516984034E+001
+1.82434810473456E+004	+3.33402210578113E+001	+4.93498478176492E+001
+1.85385553820029E+004	+3.34265202152407E+001	+4.93466027934293E+001
+1.88384023180486E+004	+3.35122527819302E+001	+4.93281125813322E+001
+1.91430990486550E+004	+3.35905353261793E+001	+4.91855315293986E+001
+1.94527240155351E+004	+3.36558890106960E+001	+4.92044213730634E+001
+1.97673569291364E+004	+3.37026453621552E+001	+4.92545045309703E+001
+2.00870787891620E+004	+3.37808067467529E+001	+4.93862902395972E+001
+2.04119719054231E+004	+3.38723825608476E+001	+4.95832786356065E+001
+2.07421199190290E+004	+3.39531792760491E+001	+4.97324735005593E+001
+2.10776078239199E+004	+3.40522574737185E+001	+4.98062211497948E+001
+2.14185219887480E+004	+3.41433142909262E+001	+4.98076350677841E+001
+2.17649501791121E+004	+3.42247382602135E+001	+4.97418154537284E+001
+2.21169815801526E+004	+3.43140232662682E+001	+4.97948520786103E+001
+2.24747068195110E+004	+3.43905532319831E+001	+4.96555742838145E+001
+2.28382179906617E+004	+3.44492243545967E+001	+4.96860477655334E+001
+2.32076086766204E+004	+3.45255628057695E+001	+4.97582228844985E+001
+2.35829739740366E+004	+3.46058651324831E+001	+4.98592378683101E+001
+2.39644105176749E+004	+3.46923062839645E+001	+4.99069620519731E+001
+2.43520165052936E+004	+3.47754255957509E+001	+4.99012839301526E+001
+2.47458917229243E+004	+3.48483535656189E+001	+4.98446237776635E+001
+2.51461375705613E+004	+3.49190210595288E+001	+4.99840431360056E+001
+2.55528570882663E+004	+3.50036237114389E+001	+5.00362253775335E+001
+2.59661549826949E+004	+3.50958592370954E+001	+5.00971102902110E+001
+2.63861376540527E+004	+3.51771913808165E+001	+5.01277686735669E+001
+2.68129132234871E+004	+3.52604467160988E+001	+5.01847278491192E+001
+2.72465915609224E+004	+3.53438419348419E+001	+5.01935183214748E+001
+2.76872843133448E+004	+3.54193495350467E+001	+5.02127837109137E+001
+2.81351049335449E+004	+3.55085058167636E+001	+5.02655747164692E+001
+2.85901687093251E+004	+3.55920886653854E+001	+5.02610403731929E+001
+2.90525927931802E+004	+3.56713200484327E+001	+5.02508111803765E+001
+2.95224962324564E+004	+3.57511316712984E+001	+5.03397259162826E+001
+3.00000000000000E+004	+3.58373430276936E+001	+5.03386739944423E+001
