Frequency	Imp. Mag	Imp. Angle
+4.81669185932792E+003	+2.41281921493409E+001	+4.17021371245360E+001
+4.89459816141754E+003	+2.42174699435443E+001	+4.19479609291314E+001
+4.97376453828100E+003	+2.43007874539810E+001	+4.22381515431604E+001
+5.05421137066276E+003	+2.43948824612664E+001	+4.25053623901245E+001
+5.13595936895024E+003	+2.44851871575490E+001	+4.27160560112953E+001
+5.21902957850549E+003	+2.45691958596464E+001	+4.29088649672654E+001
+5.30344338508320E+003	+2.46482542772363E+001	+4.31583554589614E+001
+5.38922252033623E+003	+2.47368398279285E+001	+4.33958762365921E+001
+5.47638906741032E+003	+2.48303747688733E+001	+4.36110034178301E+001
+5.56496546662916E+003	+2.49238401109384E+001	+4.37811168299175E+001
+5.65497452127149E+003	+2.50184059171621E+001	+4.39656043458591E+001
+5.74643940344163E+003	+2.51144933196681E+001	+4.40013396829009E+001
+5.83938366003493E+003	+2.51896538602650E+001	+4.41178690878929E+001
+5.93383121879974E+003	+2.52770426953870E+001	+4.42016866738148E+001
+6.02980639449743E+003	+2.53602637817235E+001	+4.42939838588343E+001
+6.12733389516200E+003	+2.54370594324527E+001	+4.43305196048386E+001
+6.22643882846098E+003	+2.54962800098840E+001	+4.44222194313733E+001
+6.32714670815921E+003	+2.55729672853688E+001	+4.46350301362981E+001
+6.42948346068711E+003	+2.56519680940260E+001	+4.48332983982211E+001
+6.53347543181528E+003	+2.57407238280620E+001	+4.49652339707943E+001
+6.63914939343696E+003	+2.58259808056047E+001	+4.50495175894218E+001
+6.74653255046029E+003	+2.59047653999596E+001	+4.51905356052209E+001
+6.85565254781195E+003	+2.59820603871986E+001	+4.52220587097379E+001
+6.96653747755414E+003	+2.60562228141808E+001	+4.53099200131797E+001
+7.07921588611663E+003	+2.61266030749751E+001	+4.54429093584503E+001
+7.19371678164587E+003	+2.62094719816188E+001	+4.55848746496255E+001
+7.31006964147283E+003	+2.62807759226470E+001	+4.56780932133931E+001
+7.42830441970176E+003	+2.63563909689638E+001	+4.58455763661328E+001
+7.54845155492159E+003	+2.64374755482359E+001	+4.59966261462687E+001
+7.67054197804213E+003	+2.65204830726770E+001	+4.61320222024651E+001
+7.79460712025695E+003	+2.66037309623978E+001	+4.62404622998824E+001
+7.92067892113511E+003	+2.66853000032896E+001	+4.63458192960761E+001
+8.04878983684374E+003	+2.67663841794941E+001	+4.64626916788347E+001
+8.17897284850364E+003	+2.68497333193739E+001	+4.65258810366909E+001
+8.31126147067994E+003	+2.69216657256799E+001	+4.66298275301923E+001
+8.44568976001024E+003	+2.70039433282810E+001	+4.67753354857569E+001
+8.58229232397213E+003	+2.70890783536406E+001	+4.68807675692416E+001
+8.72110432979268E+003	+2.71738144547170E+001	+4.69784701649277E+001
+8.86216151350190E+003	+2.72566041592106E+001	+4.70373043295868E+001
+9.00550018913273E+003	+2.73331845269011E+001	+4.71243923979880E+001
+9.15115725806979E+003	+2.74168859267411E+001	+4.72130738106532E+001
+9.29917021854932E+003	+2.74949295946897E+001	+4.72774280385054E+001
+9.44957717531284E+003	+2.75749327495006E+001	+4.73497557705294E+001
+9.60241684941685E+003	+2.76493561248062E+001	+4.74308399392316E+001
+9.75772858820129E+003	+2.77278055587844E+001	+4.75458584395726E+001
+9.91555237541923E+003	+2.78109166885879E+001	+4.76483508764028E+001
+1.00759288415303E+004	+2.78915583105031E+001	+4.77425219728711E+001
+1.02388992741606E+004	+2.79751609049637E+001	+4.78377777622720E+001
+1.04045056287322E+004	+2.80598979340240E+001	+4.79188811542223E+001
+1.05727905392638E+004	+2.81440401789785E+001	+4.79861997506138E+001
+1.07437973293467E+004	+2.82279579320263E+001	+4.80403622838162E+001
+1.09175700232982E+004	+2.83073257492348E+001	+4.80818074330953E+001
+1.10941533574952E+004	+2.83577662612528E+001	+4.81731682527956E+001
+1.12735927918912E+004	+2.84552615901449E+001	+4.81850928988677E+001
+1.14559345217196E+004	+2.85323363424921E+001	+4.83307081063400E+001
+1.16412254893865E+004	+2.86424194033486E+001	+4.83513918443663E+001
+1.18295133965552E+004	+2.87249579189201E+001	+4.83845425929273E+001
+1.20208467164272E+004	+2.87987720916200E+001	+4.83413158634168E+001
+1.22152747062205E+004	+2.88822178414525E+001	+4.83575096353376E+001
+1.24128474198512E+004	+2.89493586479855E+001	+4.81963044064354E+001
+1.26136157208191E+004	+2.89865589167183E+001	+4.83155363421078E+001
+1.28176312953022E+004	+2.90543959723217E+001	+4.85583320626725E+001
+1.30249466654626E+004	+2.91378576999325E+001	+4.87495008737360E+001
+1.32356152029684E+004	+2.92270124228748E+001	+4.88526710981259E+001
+1.34496911427335E+004	+2.93137322777313E+001	+4.89468049954128E+001
+1.36672295968799E+004	+2.93993554913273E+001	+4.89934495467805E+001
+1.38882865689261E+004	+2.94771013635755E+001	+4.90537365162778E+001
+1.41129189682046E+004	+2.95597253732663E+001	+4.91365084434319E+001
+1.43411846245127E+004	+2.96409702864652E+001	+4.92017914966039E+001
+1.45731423030004E+004	+2.97204036243179E+001	+4.93105745758884E+001
+1.48088517192990E+004	+2.98109458713085E+001	+4.93974267078754E+001
+1.50483735548945E+004	+2.98953021925346E+001	+4.94783354526848E+001
+1.52917694727493E+004	+2.99906483709370E+001	+4.94853299994229E+001
+1.55391021331772E+004	+3.00727649821841E+001	+4.94873692993996E+001
+1.57904352099744E+004	+3.01536817447147E+001	+4.94984570010631E+001
+1.60458334068120E+004	+3.02279309640153E+001	+4.95267884601018E+001
+1.63053624738936E+004	+3.02985698938183E+001	+4.96023868622429E+001
+1.65690892248818E+004	+3.03819464479016E+001	+4.97610645358597E+001
+1.68370815540991E+004	+3.04754507496740E+001	+4.98476909911446E+001
+1.71094084540068E+004	+3.05641411484388E+001	+4.98944719075812E+001
+1.73861400329661E+004	+3.06497881292661E+001	+4.99312906942400E+001
+1.76673475332877E+004	+3.07425295942892E+001	+4.99934096955026E+001
+1.79531033495717E+004	+3.08415010818082E+001	+5.00370071441789E+001
+1.82434810473456E+004	+3.09429555263683E+001	+5.00338124993094E+001
+1.85385553820029E+004	+3.10474540392605E+001	+4.99494231644598E+001
+1.88384023180486E+004	+3.11572071658839E+001	+4.98122985461702E+001
+1.91430990486550E+004	+3.12666080242999E+001	+4.93879601032394E+001
+1.94527240155351E+004	+3.12939744931066E+001	+4.86897832065041E+001
+1.97673569291364E+004	+3.12630541703151E+001	+4.85754410333609E+001
+2.00870787891620E+004	+3.12529187456095E+001	+4.89219021330030E+001
+2.04119719054231E+004	+3.12951951603415E+001	+4.93809234994619E+001
+2.07421199190290E+004	+3.13844711960210E+001	+4.96763593100456E+001
+2.10776078239199E+004	+3.14613624715054E+001	+4.98890323463654E+001
+2.14185219887480E+004	+3.15473459224301E+001	+5.00622576178229E+001
+2.17649501791121E+004	+3.16309044763677E+001	+5.01813956437948E+001
+2.21169815801526E+004	+3.17113272230065E+001	+5.03136629777893E+001
+2.24747068195110E+004	+3.17951748128446E+001	+5.04606271656156E+001
+2.28382179906617E+004	+3.18793112385436E+001	+5.05779999814854E+001
+2.32076086766204E+004	+3.19682078145095E+001	+5.06760439789958E+001
+2.35829739740366E+004	+3.20523704323255E+001	+5.07701424300790E+001
+2.39644105176749E+004	+3.21398734269173E+001	+5.08476928610025E+001
+2.43520165052936E+004	+3.22270797883993E+001	+5.09167648954651E+001
+2.47458917229243E+004	+3.23146735641434E+001	+5.09828012402954E+001
+2.51461375705613E+004	+3.23986783597578E+001	+5.09200425336965E+001
+2.55528570882663E+004	+3.24680663946509E+001	+5.10624105412219E+001
+2.59661549826949E+004	+3.25540766224733E+001	+5.11594430649722E+001
+2.63861376540527E+004	+3.26417585608901E+001	+5.12446687701732E+001
+2.68129132234871E+004	+3.27264947863486E+001	+5.12378402799529E+001
+2.72465915609224E+004	+3.28043157456647E+001	+5.12972676594229E+001
+2.76872843133448E+004	+3.28833472910824E+001	+5.13793774220168E+001
+2.81351049335449E+004	+3.29680667006386E+001	+5.14491421840599E+001
+2.85901687093251E+004	+3.30511894800595E+001	+5.15279234543806E+001
+2.90525927931802E+004	+3.31356808507799E+001	+5.15708534857721E+001
+2.95224962324564E+004	+3.32168844476456E+001	+5.16145610267016E+001
+3.00000000000000E+004	+3.33036845451424E+001	+5.16838571194780E+001
